"variable","year","value","type","category","units","region","average.var.name","data.type"
"lob.abund",1986,46114400,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1987,45294400,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1988,57193100,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1989,64260200,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1990,65107800,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1991,68263600,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1992,69596900,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1993,74464200,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1994,78991100,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1995,76635600,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1996,81057700,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1997,89494300,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1998,96286700,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",1999,109212800,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2000,102545700,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2001,102345400,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2002,108770600,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2003,113596300,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2004,125266400,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2005,126312600,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2006,114620600,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.abund",2007,107296800,"prey","invertebrate","Million","Gulf of Maine","","stockassessment"
"lob.trap",1982,2390415,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1983,2599642,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1984,2450165,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1985,2079758,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1986,1926713,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1987,2265169,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1988,2409689,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1989,2397299,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1990,2545997,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1991,2444791,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1992,2434821,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1993,2223031,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1994,2821722,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1995,3026325,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1996,2908608,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1997,3037165,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1998,3258704,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",1999,3462022,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2000,3202873,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2001,3388850,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2002,3515850,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2003,3623493,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2004,3626817,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2005,3642248,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2006,3643185,"effort","","#","Gulf of Maine","","stockassessment"
"lob.trap",2007,3621820,"effort","","#","Gulf of Maine","","stockassessment"
"longsculp.abund",1963,0.953,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1964,0.377,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1965,0.567,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1966,1.062,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1967,0.522,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1968,0.252,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1969,0.713,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1970,0.108,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1971,0.084,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1972,1.444,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1973,0.441,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1974,0.249,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1975,0.075,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1976,0.024,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1977,0.275,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1978,1.007,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1979,1.148,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1980,1.556,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1981,2.13,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1982,2.263,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1983,3.818,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1984,4.26,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1985,3.378,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1986,1.455,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1987,1.12,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1988,1.418,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1989,4.626,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1990,2.372,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1991,5.056,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1992,5.553,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1993,4.966,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1994,3.331,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1995,5.494,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1996,6.168,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1997,4.159,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1998,2.73,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",1999,5.682,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2000,5.22,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2001,2.797,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2002,3.373,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2003,3.591,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2004,1.05,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2005,0.846,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2006,2.417,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"longsculp.abund",2007,1.486,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1963,0.79,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1964,0.467,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1965,0.337,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1966,0.543,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1967,0.224,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1968,0.232,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1969,0.43,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1970,0.485,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1971,0.608,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1972,0.366,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1973,0.513,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1974,0.337,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1975,0.26,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1976,0.48,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1977,0.678,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1978,0.688,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1979,0.517,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1980,0.569,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1981,0.434,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1982,0.146,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1983,0.567,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1984,0.596,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1985,0.432,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1986,0.729,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1987,0.31,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1988,0.39,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1989,0.529,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1990,0.671,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1991,0.711,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1992,1.096,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1993,1.243,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1994,1.617,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1995,1.113,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1996,0.734,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1997,0.516,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1998,0.695,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",1999,1.228,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2000,2.715,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2001,1.852,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2002,1.416,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2003,1.145,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2004,0.639,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2005,0.621,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2006,0.91,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"monk.abund",2007,0.75,"predator","groundfish","#/tow","Gulf of Maine","","trawlsurvey"
"nao",1950,1.4,"Climate","","","Gulf of Maine","",""
"nao",1951,-1.26,"Climate","","","Gulf of Maine","",""
"nao",1952,0.83,"Climate","","","Gulf of Maine","",""
"nao",1953,0.18,"Climate","","","Gulf of Maine","",""
"nao",1954,0.13,"Climate","","","Gulf of Maine","",""
"nao",1955,-2.52,"Climate","","","Gulf of Maine","",""
"nao",1956,-1.73,"Climate","","","Gulf of Maine","",""
"nao",1957,1.52,"Climate","","","Gulf of Maine","",""
"nao",1958,-1.02,"Climate","","","Gulf of Maine","",""
"nao",1959,-0.37,"Climate","","","Gulf of Maine","",""
"nao",1960,-1.54,"Climate","","","Gulf of Maine","",""
"nao",1961,1.8,"Climate","","","Gulf of Maine","",""
"nao",1962,-2.38,"Climate","","","Gulf of Maine","",""
"nao",1963,-3.6,"Climate","","","Gulf of Maine","",""
"nao",1964,-2.86,"Climate","","","Gulf of Maine","",""
"nao",1965,-2.88,"Climate","","","Gulf of Maine","",""
"nao",1966,-1.69,"Climate","","","Gulf of Maine","",""
"nao",1967,1.28,"Climate","","","Gulf of Maine","",""
"nao",1968,-1.04,"Climate","","","Gulf of Maine","",""
"nao",1969,-4.89,"Climate","","","Gulf of Maine","",""
"nao",1970,-1.89,"Climate","","","Gulf of Maine","",""
"nao",1971,-0.96,"Climate","","","Gulf of Maine","",""
"nao",1972,0.34,"Climate","","","Gulf of Maine","",""
"nao",1973,2.52,"Climate","","","Gulf of Maine","",""
"nao",1974,1.23,"Climate","","","Gulf of Maine","",""
"nao",1975,1.63,"Climate","","","Gulf of Maine","",""
"nao",1976,1.37,"Climate","","","Gulf of Maine","",""
"nao",1977,-2.14,"Climate","","","Gulf of Maine","",""
"nao",1978,0.17,"Climate","","","Gulf of Maine","",""
"nao",1979,-2.25,"Climate","","","Gulf of Maine","",""
"nao",1980,0.56,"Climate","","","Gulf of Maine","",""
"nao",1981,2.05,"Climate","","","Gulf of Maine","",""
"nao",1982,0.8,"Climate","","","Gulf of Maine","",""
"nao",1983,3.42,"Climate","","","Gulf of Maine","",""
"nao",1984,1.6,"Climate","","","Gulf of Maine","",""
"nao",1985,-0.63,"Climate","","","Gulf of Maine","",""
"nao",1986,0.5,"Climate","","","Gulf of Maine","",""
"nao",1987,-0.75,"Climate","","","Gulf of Maine","",""
"nao",1988,0.72,"Climate","","","Gulf of Maine","",""
"nao",1989,5.08,"Climate","","","Gulf of Maine","",""
"nao",1990,3.96,"Climate","","","Gulf of Maine","",""
"nao",1991,1.03,"Climate","","","Gulf of Maine","",""
"nao",1992,3.28,"Climate","","","Gulf of Maine","",""
"nao",1993,2.67,"Climate","","","Gulf of Maine","",""
"nao",1994,3.03,"Climate","","","Gulf of Maine","",""
"nao",1995,3.96,"Climate","","","Gulf of Maine","",""
"nao",1996,-3.78,"Climate","","","Gulf of Maine","",""
"nao",1997,-0.17,"Climate","","","Gulf of Maine","",""
"nao",1998,0.72,"Climate","","","Gulf of Maine","",""
"nao",1999,1.7,"Climate","","","Gulf of Maine","",""
"nao",2000,2.8,"Climate","","","Gulf of Maine","",""
"nao",2001,-1.9,"Climate","","","Gulf of Maine","",""
"nao",2002,0.76,"Climate","","","Gulf of Maine","",""
"nao",2003,0.2,"Climate","","","Gulf of Maine","",""
"nao",2004,-0.07,"Climate","","","Gulf of Maine","",""
"nao",2005,0.12,"Climate","","","Gulf of Maine","",""
"nao",2006,-1.09,"Climate","","","Gulf of Maine","",""
"nao",2007,2.79,"Climate","","","Gulf of Maine","",""
"nao",2008,2.1,"Climate","","","Gulf of Maine","",""
"nao",2009,-0.41,"Climate","","","Gulf of Maine","",""
"nao",2010,-4.64,"Climate","","","Gulf of Maine","",""
"nao",NA,-1.57,"Climate","","","Gulf of Maine","",""
"nao",NA,3.17,"Climate","","","Gulf of Maine","",""
"nao",NA,-1.97,"Climate","","","Gulf of Maine","",""
"smsk.abund",1963,0.973,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1964,0.609,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1965,2.571,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1966,1.849,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1967,0.679,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1968,1.357,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1969,1.064,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1970,0.974,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1971,0.367,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1972,1.076,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1973,0.964,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1974,0.323,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1975,0.171,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1976,0.154,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1977,1.028,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1978,1.265,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1979,0.402,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1980,1.17,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1981,0.318,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1982,0.108,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1983,0.399,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1984,0.723,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1985,0.656,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1986,0.869,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1987,0.315,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1988,0.906,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1989,0.674,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1990,0.689,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1991,0.741,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1992,0.499,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1993,1.916,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1994,0.632,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1995,1.608,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1996,1.067,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1997,1.2,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1998,0.85,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",1999,0.239,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2000,0.638,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2001,1.289,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2002,0.464,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2003,1.393,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2004,1.022,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2005,0.64,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2006,0.889,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"smsk.abund",2007,0.456,"predator","skate","#/tow","Gulf of Maine","","trawlsurvey"
"temp.gom",1950,6.952799,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1951,13.715688,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1952,9.726541,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1953,9.044877,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1954,8.613411,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1955,7.540025,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1956,7.2462,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1957,8.0962,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1958,7.6862,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1959,7.5037,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1960,7.382905,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1961,7.022033,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1962,7.666553,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1963,8.192866,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1964,7.557866,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1965,6.2062,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1966,6.517866,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1967,6.265366,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1968,7.0037,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1969,7.8737,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1970,7.744533,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1971,8.1162,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1972,7.562866,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1973,8.412523,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1974,8.342871,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1975,8.114819,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1976,8.845366,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1977,8.027866,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1978,7.869533,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1979,8.2737,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1980,8.6937,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1981,8.2612,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1982,8.482866,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1983,8.362033,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1984,8.527033,"environment","","deg C","Gulf of Maine","",""
"temp.gom",1985,8.737033,"environment","","deg C","Gulf of Maine","",""
